,SEX,INSR_TYPE,INSURED_VALUE,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,CCM_TON,CLAIM_PAID,average_speed,avg_daily_charges,fatigue_driving_ratio,late_night_trip_ratio,avg_late_night_trip_mileage,high_temp_driving_ratio,battery_type_lfp,initial_battery_soc,avg_charge_duration,insurance_commercial_third_party,insurance_compulsory_third_party,average_loss,INSR_BEGIN_YEAR,INSR_BEGIN_MONTH,INSR_BEGIN_DAY,INSR_END_YEAR,INSR_END_MONTH,INSR_END_DAY,INSURANCE_DURATION_DAYS,EFFECTIVE_YR_2022,EFFECTIVE_YR_2023,EFFECTIVE_YR_2024,TYPE_VEHICLE_MPV,TYPE_VEHICLE_SUV,TYPE_VEHICLE_客车,TYPE_VEHICLE_皮卡,TYPE_VEHICLE_货车,TYPE_VEHICLE_轿车,MAKE_丰田,MAKE_别克,MAKE_吉利,MAKE_大众,MAKE_奔驰,MAKE_奥迪,MAKE_宝马,MAKE_本田,MAKE_比亚迪,MAKE_长安,USAGE_公务,USAGE_商用,USAGE_家用,USAGE_租赁,USAGE_自用货物,brand_品牌A,brand_品牌B,brand_品牌C,brand_品牌D,brand_品牌E,predicted_premium,PREMIUM
521,1.0304638130973318,-0.8339985968195314,-0.672865094773487,0.0815028026629252,1.584949903035244,-0.7170411817390508,1.1744219196807577,1.4945287339036923,-0.4921642290910192,-1.4921531524112845,-0.723725957824542,0.29878999231090936,0.782437897800866,0.15183782676772184,-1.59713662082015,1.7320508075688774,0.6360983172266893,0.8784765634823098,-0.9704367948586523,0.0,-0.510895987437489,0.21112427716888763,-0.18027018142348752,1.1311181160025554,0.2154613006269889,-0.18347841604670065,0.995727022243862,0.0,-0.6919126161531287,1.0025031328271852,-0.4645486746559718,-0.4404881959216032,-0.41388775612546336,-0.4823542675723938,-0.43440451290484433,2.190228629452953,-0.45457287727508316,-0.3447914135838056,-0.36268681476051967,-0.3239944068816741,-0.33333333333333337,-0.3096617686426661,3.2293298729878037,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,2.015760685012114,-0.5136370944265338,-0.5194624816493197,-0.503903259860269,-0.4665361852810134,2.0902458029568014,-0.49217479094801325,-0.5349519917156254,-0.5272146351966106,3307.8798449481633,4682.78
737,1.0304638130973318,0.9202491090235018,-1.2019276603346125,0.8280537799350607,0.3448912991934773,-0.08319262329569078,-0.3500589106690819,-0.448562644765868,-0.4921642290910192,-0.8890341490976689,0.3988237236413372,1.7419575590285437,-1.3096423031921596,-1.7561806212610165,-0.6679779508776831,-0.5773502691896258,-0.9728348501928482,-0.9348700291609396,1.0304638130973318,0.0,-0.510895987437489,1.6547090783235852,-1.0760226357016867,-1.4139699486413944,1.6639406325725128,-1.0803179242179468,-1.4171121489225713,0.0,-0.6919126161531287,-0.9975031172021119,2.1526269572086583,-0.4404881959216032,-0.41388775612546336,2.0731650308243945,-0.43440451290484433,-0.4565733396744826,-0.45457287727508316,-0.3447914135838056,-0.36268681476051967,-0.3239944068816741,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,2.757199763824596,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,-0.4960906358752555,-0.5136370944265338,1.925066843759244,-0.503903259860269,-0.4665361852810134,-0.47841263385647226,2.031798495964875,-0.5349519917156254,-0.5272146351966106,2066.950180866442,1083.97
740,1.0304638130973318,-0.24924936153852034,0.6035252132922467,0.8384225435082848,0.3448912991934773,0.5506559351476693,-0.8074031597740338,-1.4589701616740394,1.09408252909543,-0.9813899355610907,-0.723725957824542,-0.08793095999153194,0.0700293115426253,-0.7088444079408939,0.9154184942542599,1.7320508075688774,-0.02376562686289356,1.5979194825966652,-0.9704367948586523,0.0,-0.40705069783297904,-1.2324605239858097,1.014066424280778,1.3624897582429145,-1.233018031318535,1.0123075948482942,1.3404183324104952,0.0,1.4452692098024813,-0.9975031172021119,-0.4645486746559718,-0.4404881959216032,-0.41388775612546336,-0.4823542675723938,-0.43440451290484433,-0.4565733396744826,2.199867281995475,-0.3447914135838056,-0.36268681476051967,3.086473033978053,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,2.1434564596477332,-0.4960906358752555,-0.5136370944265338,-0.5194624816493197,-0.503903259860269,-0.4665361852810134,2.0902458029568014,-0.49217479094801325,-0.5349519917156254,-0.5272146351966106,6000.410277267452,9209.0
660,1.0304638130973318,0.33549987374249074,-0.14731400233075054,0.561922181555642,-0.5851526536878479,0.5506559351476693,-0.8074031597740338,-0.059944369031955935,-0.4921642290910192,1.4346578484405759,-0.723725957824542,-0.13632601347980974,0.9407394616134184,-1.7181585145068206,-0.7674895115308458,-0.5773502691896258,-0.9728348501928482,-0.9348700291609396,-0.9704367948586523,0.0,-0.510895987437489,0.21112427716888763,1.014066424280778,0.4370031892814782,0.2154613006269889,1.0123075948482942,0.30634440191059537,0.0,-0.6919126161531287,1.0025031328271852,-0.4645486746559718,2.2702083943651856,-0.41388775612546336,-0.4823542675723938,-0.43440451290484433,-0.4565733396744826,-0.45457287727508316,-0.3447914135838056,-0.36268681476051967,3.086473033978053,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,-0.4960906358752555,-0.5136370944265338,-0.5194624816493197,1.984507899943528,-0.4665361852810134,-0.47841263385647226,-0.49217479094801325,-0.5349519917156254,1.8967606990406793,3741.550043535747,6931.49
411,1.0304638130973318,-1.4187478321005424,-1.3690891430799943,-0.2986851950219586,-1.205181955608731,-0.08319262329569078,1.9366623348556775,0.8727394927294331,-0.4921642290910192,-0.5323673273411401,-0.723725957824542,1.6155995334296551,-1.0217119314989471,-0.02444648636536803,0.42953859449406306,-0.5773502691896258,-0.9728348501928482,-0.9348700291609396,-0.9704367948586523,0.0,-0.510895987437489,0.21112427716888763,1.6112347271329108,0.4370031892814782,0.2154613006269889,1.6102006002957916,0.30634440191059537,0.0,-0.6919126161531287,1.0025031328271852,-0.4645486746559718,-0.4404881959216032,-0.41388775612546336,-0.4823542675723938,-0.43440451290484433,2.190228629452953,-0.45457287727508316,-0.3447914135838056,-0.36268681476051967,3.086473033978053,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,-0.4960906358752555,-0.5136370944265338,1.925066843759244,-0.503903259860269,2.1434564596477332,-0.47841263385647226,-0.49217479094801325,-0.5349519917156254,-0.5272146351966106,1641.3494600415115,1445.75
678,1.0304638130973318,-0.8339985968195314,-1.0471068228593188,0.6241347629949866,-1.5151966065691729,-0.7170411817390508,-0.5025069937040658,0.9504631478762154,-0.4921642290910192,-0.9028109791225993,-0.723725957824542,-0.0788777625536594,1.328984385322444,-0.17999146854162393,0.3429776396431527,1.7320508075688774,1.3557557578680786,0.9856484227215555,1.0304638130973318,0.0,-0.510895987437489,-1.2324605239858097,0.11831397000257887,0.5526890104016577,-1.233018031318535,0.11546808667704807,0.5361386086883508,0.0,1.4452692098024813,-0.9975031172021119,-0.4645486746559718,-0.4404881959216032,-0.41388775612546336,-0.4823542675723938,2.302001867598112,-0.4565733396744826,-0.45457287727508316,2.9003042436755413,-0.36268681476051967,-0.3239944068816741,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,-0.4960906358752555,-0.5136370944265338,1.925066843759244,-0.503903259860269,-0.4665361852810134,-0.47841263385647226,-0.49217479094801325,-0.5349519917156254,1.8967606990406793,1959.9661778657062,3479.68
626,1.0304638130973318,-0.24924936153852034,-1.6598435658874213,0.44440952772576886,-0.27513800272740613,-0.08319262329569078,2.0891104178906614,0.2509502515551737,-0.4921642290910192,0.27332210263533957,1.1350089209744139,-0.2609964527601823,-1.139885383433985,-1.299915340210666,-0.4676993259544063,-0.5773502691896258,-0.9728348501928482,-0.9348700291609396,-0.9704367948586523,0.0,-0.510895987437489,0.21112427716888763,-1.374606787127753,-0.7198550219203173,0.2154613006269889,-1.3792644269416956,-0.7277295285893046,0.0,-0.6919126161531287,1.0025031328271852,-0.4645486746559718,-0.4404881959216032,-0.41388775612546336,2.0731650308243945,-0.43440451290484433,-0.4565733396744826,-0.45457287727508316,-0.3447914135838056,2.7571997638245955,-0.3239944068816741,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,-0.4960906358752555,-0.5136370944265338,-0.5194624816493197,1.984507899943528,-0.4665361852810134,-0.47841263385647226,-0.49217479094801325,1.8693266227366232,-0.5272146351966106,1328.0828624949258,1290.72
513,1.0304638130973318,0.9202491090235018,-1.381554703326216,0.05385276646766093,1.584949903035244,-0.08319262329569078,-0.8074031597740338,-0.7594572653529976,2.299663652501443,-1.164570749596275,-0.723725957824542,-0.10204691638495254,-1.0835479428934154,-0.2975143439636838,0.7967132070734566,-0.5773502691896258,-0.9728348501928482,-0.9348700291609396,-0.9704367948586523,0.0,2.7696803460137613,0.21112427716888763,1.6112347271329108,0.2056315470411191,0.2154613006269889,1.6102006002957916,0.0765501951328398,0.0,-0.6919126161531287,1.0025031328271852,-0.4645486746559718,-0.4404881959216032,-0.41388775612546336,-0.4823542675723938,-0.43440451290484433,-0.4565733396744826,2.199867281995475,-0.3447914135838056,-0.36268681476051967,-0.3239944068816741,-0.33333333333333337,3.2293298729878037,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,2.1434564596477332,-0.4960906358752555,-0.5136370944265338,-0.5194624816493197,-0.503903259860269,-0.4665361852810134,2.0902458029568014,-0.49217479094801325,-0.5349519917156254,-0.5272146351966106,1986.2009577933163,1877.13
859,-0.9704367948586523,0.9202491090235018,0.9014115654579592,1.2497168319128409,0.654905950153919,-1.350889740182411,1.0219738366457738,0.7172921824358682,-0.4921642290910192,-1.0222101726719952,1.5107538477422084,-0.07174067874826882,1.5158441515074323,1.0885642749847293,1.0614352847736777,-0.5773502691896258,-0.9728348501928482,-0.9348700291609396,1.0304638130973318,0.0,-0.510895987437489,1.6547090783235852,-0.7774384842756202,1.3624897582429145,1.6639406325725128,-0.7813714214941981,1.3404183324104952,0.0,-0.6919126161531287,-0.9975031172021119,2.1526269572086583,-0.4404881959216032,-0.41388775612546336,2.0731650308243945,-0.43440451290484433,-0.4565733396744826,-0.45457287727508316,-0.3447914135838056,-0.36268681476051967,3.086473033978053,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,2.015760685012114,-0.5136370944265338,-0.5194624816493197,-0.503903259860269,-0.4665361852810134,-0.47841263385647226,-0.49217479094801325,1.8693266227366232,-0.5272146351966106,6246.362899080497,7655.69
136,-0.9704367948586523,0.33549987374249074,1.6425478198201686,-1.2491551892341681,0.9649206011143607,-0.08319262329569078,-0.8074031597740338,-0.3708389896190856,-0.4921642290910192,1.3009715719023631,-0.723725957824542,1.2968566675199378,-0.5875424858039224,-0.6155174186351403,1.2963864479404346,1.7320508075688774,1.7123812551592124,0.8076179918012097,-0.9704367948586523,0.0,-0.510895987437489,-1.2324605239858097,-0.18027018142348752,-1.298284127521215,-1.233018031318535,-0.18347841604670065,-1.3022150455336934,0.0,1.4452692098024813,-0.9975031172021119,-0.4645486746559718,-0.4404881959216032,2.4161139951597566,-0.4823542675723938,-0.43440451290484433,-0.4565733396744826,-0.45457287727508316,-0.3447914135838056,2.7571997638245955,-0.3239944068816741,-0.33333333333333337,-0.3096617686426661,-0.3096617686426661,-0.2998637292684633,-0.3626868147605197,-0.3692744729379982,-0.312079621228754,-0.4665361852810134,-0.4960906358752555,-0.5136370944265338,1.925066843759244,-0.503903259860269,-0.4665361852810134,-0.47841263385647226,-0.49217479094801325,-0.5349519917156254,1.8967606990406793,7568.967772341723,5807.8
